brand,model,processor,ram,memory,os,display_size,price,star_rating,ratings
Lenovo,ThinkPad 13,Intel Celeron Dual Core 3855U 1.6GHz,4GB,16GB Flash Storage,Chrome OS,13.3,487.494,0.0,0
Hp,ProBook 640,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,14.0,1038.8,0.0,0
Acer,TravelMate B,Intel Pentium Quad Core N3710 1.6GHz,4GB,128GB Flash Storage,Windows 10,11.6,514.1,0.0,0
Hp,Elitebook 840,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,14.0,1369.52,0.0,0
Lenovo,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Windows 10,17.3,624.34,0.0,0
Asus,ZenBook UX410UA-GV183T,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,14.0,1159.64,0.0,0
Hp,ProBook 450,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Windows 10,15.6,956.12,0.0,0
Acer,Aspire 5,AMD A12-Series 9720P 2.7GHz,8GB,256GB SSD,Windows 10,15.6,698.5400000000001,0.0,0
Lenovo,IdeaPad 120S-14IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Windows 10,14.0,309.52000000000004,0.0,0
Acer,Aspire E5-575,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Windows 10,15.6,581.94,0.0,0
Asus,VivoBook S15,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,15.6,1112.8940000000002,0.0,0
Hp,Elitebook 820,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,12.5,1415.1000000000001,0.0,0
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD,Windows 10,15.6,2797.34,0.0,0
Msi,GL72M 7REX,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD + 1TB HDD,Windows 10,17.3,1270.94,0.0,0
Toshiba,Satellite Pro,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,15.6,999.58,0.0,0
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD + 1TB HDD,Windows 10,14.0,1414.04,0.0,0
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,15.6,475.94,0.0,0
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,15.6,1058.94,0.0,0
Hp,EliteBook 840,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,14.0,1344.0800000000002,0.0,0
Dell,Inspiron 7570,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD + 1TB HDD,Windows 10,15.6,1111.94,0.0,0
Hp,Elitebook 850,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,15.6,1212.64,0.0,0
Asus,X541NA (N3350/4GB/1TB/Linux),Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Linux,15.6,291.48940000000005,0.0,0
Dell,Inspiron 7570,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,15.6,1211.315,0.0,0
Dell,Inspiron 3552,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Linux,15.6,291.394,0.0,0
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,12GB,2TB HDD,Windows 10,15.6,952.94,0.0,0
Hp,ProBook 450,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Windows 10,15.6,758.96,0.0,0
Lenovo,Yoga 920-13IKB,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Windows 10,13.9,2224.94,0.0,0
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,13.3,1673.74,0.0,0
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 2TB HDD,Windows 10,15.6,1196.74,0.0,0
Hp,Stream 14-AX001nv,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Windows 10,14.0,295.74,0.0,0
Dell,Latitude 5590,Intel Core i7 8650U 1.9GHz,16GB,512GB SSD + 256GB SSD,Windows 10,15.6,1704.4376000000002,0.0,0
Asus,VivoBook Flip,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Windows 10,11.6,397.5,0.0,0
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows 10,15.6,702.7800000000001,0.0,0
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Windows 10,15.6,2149.0652,0.0,0
Hp,Elitebook 850,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,15.6,1382.24,0.0,0
Msi,GP72MVR 7RFX,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows 10,17.3,1493.54,0.0,0
Hp,Zbook 15,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,15.6,1842.5662,0.0,0
Toshiba,Tecra A50-C-21G,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows 10,15.6,1487.18,0.0,0
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD + 2TB HDD,Windows 10,15.6,1029.154,0.0,0
Lenovo,IdeaPad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,No OS,15.6,341.30940000000004,0.0,0
Dell,Inspiron 7577,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Windows 10,15.6,1058.94,0.0,0
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,Windows 10,15.6,590.8122000000001,0.0,0
Dell,Latitude 7480,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,14.0,1512.6200000000001,0.0,0
Hp,250 G6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,15.6,465.34000000000003,0.0,0
Asus,Zenbook UX410UA-GV027T,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,14.0,1001.7,0.0,0
Lenovo,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,6GB,128GB SSD + 1TB HDD,Windows 10,17.3,762.14,0.0,0
Hp,250 G6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,15.6,677.34,0.0,0
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,8GB,256GB SSD,No OS,15.6,528.94,0.0,0
Hp,15-AY023na (N3710/8GB/2TB/W10),Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,Windows 10,15.6,412.34000000000003,0.0,0
Dell,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD + 1TB HDD,Windows 10,17.3,1150.1000000000001,0.0,0
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD + 1TB HDD,No OS,15.6,857.5400000000001,0.0,0
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,15.6,952.94,0.0,0
Hp,Elitebook 1040,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,14.0,1855.0,0.0,0
Asus,ZenBook Flip,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD + 2TB HDD,Windows 10,15.6,1164.94,0.0,0
Acer,Aspire 3,AMD A9-Series 9420 3GHz,4GB,128GB SSD,Windows 10,15.6,451.56,0.0,0
Asus,Rog Strix,AMD Ryzen 1700 3GHz,16GB,256GB SSD + 1TB HDD,Windows 10,17.3,2330.94,0.0,0
Lenovo,IdeaPad 110-17ACL,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,Windows 10,17.3,518.34,0.0,0
Dell,Inspiron 5379,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,13.3,921.1506,0.0,0
Hp,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),AMD A9-Series 9420 3GHz,4GB,256GB SSD,Windows 10,15.6,518.3294000000001,0.0,0
Lenovo,Yoga 11e,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,Windows 10,11.6,586.1800000000001,0.0,0
Dell,Inspiron 3552,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,Windows 10,15.6,327.54,0.0,0
Asus,VivoBook E403NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Windows 10,14.0,303.16,0.0,0
Acer,Aspire 7,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Linux,15.6,896.76,0.0,0
Hp,Omen 17-w212nv,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows 10,17.3,1262.46,0.0,0
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Intel Core i3 6006U 2GHz,4GB,128GB SSD,No OS,15.6,427.71000000000004,0.0,0
Asus,ROG Strix,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows 10,15.6,1754.3000000000002,0.0,0
Lenovo,IdeaPad 720S-14IKB,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,14.0,1164.94,0.0,0
Asus,Zenbook Flip,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,13.3,1853.8340000000003,0.0,0
Lenovo,Thinkpad X1,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,14.0,2418.92,0.0,0
Lenovo,Ideapad 510S-13IKB,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows 10,13.3,581.94,0.0,0
Dell,Precision 3510,Intel Core i5 6440HQ 2.6GHz,8GB,500GB HDD,Windows 10,15.6,1451.14,0.0,0
Dell,Precision 5520,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,Windows 10,15.6,2263.1,0.0,0
Lenovo,ThinkPad X1,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,14.0,2659.54,0.0,0
Asus,Rog GL753VD-GC042T,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Windows 10,17.3,1101.3400000000001,0.0,0
Asus,Rog GL753VE-GC070T,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows 10,17.3,1686.46,0.0,0
Acer,Aspire 5,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,Windows 10,15.6,735.6294,0.0,0
Msi,Leopard GP72M,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,17.3,1429.94,0.0,0
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Linux,15.6,825.6022,0.0,0
Hp,15-BW004nv (A9-9420/4GB/256GB/Radeon,AMD A9-Series 9420 3GHz,4GB,256GB SSD,Windows 10,15.6,528.94,0.0,0
Lenovo,ThinkPad E580,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,15.6,1303.3336,0.0,0
Lenovo,ThinkPad L470,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,14.0,994.2800000000001,0.0,0
Dell,Precision M5520,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,15.6,2874.7200000000003,0.0,0
Lenovo,Thinkpad X1,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Windows 10,14.0,2782.5,0.0,0
Lenovo,IdeaPad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Windows 10,15.6,324.36,0.0,0
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows 10,17.3,1620.74,0.0,0
Lenovo,ThinkPad E580,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD + 1TB HDD,Windows 10,15.6,1213.17,0.0,0
Acer,Aspire 7,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Linux,15.6,931.74,0.0,0
Msi,GE73VR 7RF,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows 10,17.3,2383.94,0.0,0
Asus,Zenbook 3,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,14.0,1985.38,0.0,0
Toshiba,Portege Z30-C-16P,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows 10,13.3,1851.8200000000002,0.0,0
Dell,Latitude 7480,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,Windows 10,14.0,1780.8000000000002,0.0,0
Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,15.6,433.54,0.0,0
Lenovo,Lenovo IdeaPad,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Windows 10,11.6,322.717,0.0,0
Lenovo,ThinkPad P51,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Windows 10,15.6,2040.5,0.0,0
Lenovo,Thinkpad T470p,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Windows 10,14.0,2059.58,0.0,0
Hp,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,15.6,497.14000000000004,0.0,0
Acer,Aspire R7,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,13.3,836.3506,0.0,0
Asus,ZenBook Flip,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,13.3,983.6800000000001,0.0,0
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Linux,15.6,634.8340000000001,0.0,0
Dell,Latitude 3380,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Windows 10,13.3,730.34,0.0,0
Hp,EliteBook 1040,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,14.0,1590.0,0.0,0
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,15.6,572.3470000000001,0.0,0
Lenovo,ThinkPad E480,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,14.0,1288.3028000000002,0.0,0
Lenovo,Yoga 720-15IKB,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Windows 10,15.6,2012.94,0.0,0
Chuwi,LapBook 12.3,Intel Celeron Quad Core N3450 1.1GHz,6GB,64GB Flash Storage,Windows 10,12.3,475.94,0.0,0
Hp,ProBook 650,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,Windows 10,15.6,1512.6200000000001,0.0,0
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Linux,15.6,632.82,0.0,0
Dell,Alienware 17,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD + 1TB HDD,Windows 10,17.3,2966.94,0.0,0
Dell,Inspiron 7577,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows 10,15.6,1228.54,0.0,0
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD + 2TB HDD,Windows 10,15.6,1210.9440000000002,0.0,0
Dell,Latitude 5480,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Linux,14.0,1164.94,0.0,0
Hp,Omen 17-w207nv,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD + 1TB HDD,Windows 10,17.3,2118.94,0.0,0
Mediacom,FlexBook Edge,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB SSD,Windows 10,11.6,316.94,0.0,0
Samsung,Chromebook 3,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Chrome OS,11.6,285.14,0.0,0
Lenovo,Thinkpad 13,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,13.3,1070.6000000000001,0.0,0
Lenovo,IdeaPad 320s-14IKB,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,Windows 10,14.0,634.94,0.0,0
Lenovo,Thinkpad T570,Intel Core i7 7600U 2.8GHz,16GB,512GB SSD,Windows 10,15.6,2591.7000000000003,0.0,0
Lenovo,Thinkpad P51,Intel Core i7 7820HQ 2.9GHz,16GB,512GB SSD,Windows 10,15.6,2595.94,0.0,0
Asus,Rog Strix,AMD Ryzen 1600 3.2GHz,8GB,256GB SSD + 1TB HDD,Windows 10,17.3,1796.7,0.0,0
Hp,15-ra044nv (N3060/4GB/500GB/W10),Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Windows 10,15.6,367.82,0.0,0
Google,Pixelbook (Core,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Chrome OS,12.3,2330.94,0.0,0
Lenovo,ThinkPad T470s,Intel Core i7 7500U 2.7GHz,24GB,512GB SSD,Windows 10,14.0,2524.92,0.0,0
Asus,VivoBook Max,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Linux,15.6,592.5400000000001,0.0,0
Lenovo,IdeaPad 320-15AST,AMD A6-Series 9220 2.5GHz,8GB,1TB HDD,Windows 10,17.3,550.14,0.0,0
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Windows 10,15.6,793.94,0.0,0
Lenovo,ThinkPad X270,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,12.5,1514.74,0.0,0
Lenovo,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Windows 10,15.6,369.94,0.0,0
Hp,Omen 15-AX205na,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows 10,15.6,1164.94,0.0,0
Dell,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Windows 10,14.0,1249.74,0.0,0
Acer,Aspire ES1-572,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Linux,15.6,468.30800000000005,0.0,0
Dell,Precision 3520,Intel Xeon E3-1505M V6 3GHz,8GB,64GB Flash Storage + 1TB HDD,Windows 10,15.6,2112.58,0.0,0
Msi,GV62 7RD-1686NL,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Windows 10,15.6,1089.4044000000001,0.0,0
Microsoft,Surface Laptop,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Windows 10 S,13.5,2744.34,0.0,0
Hp,15-bs024nv (i5-7200U/8GB/128GB/W10),Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows 10,15.6,624.34,0.0,0
Dell,Precision 3520,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD,Windows 10,15.6,2093.5,0.0,0
Hp,ProBook 650,Intel Core i7 7820HQ 2.9GHz,8GB,512GB SSD,Windows 10,15.6,1626.0400000000002,0.0,0
Lenovo,ThinkPad T470,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,14.0,1425.7,0.0,0
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD + 1TB HDD,Windows 10,15.6,1037.74,0.0,0
Dell,Inspiron 3168,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Windows 10,11.6,507.74,0.0,0
Dell,Alienware 17,Intel Core i7 7700HQ 2.7GHz,8GB,1TB HDD,Windows 10,17.3,2168.76,0.0,0
Microsoft,Surface Laptop,Intel Core M m3-7Y30 2.2GHz,4GB,128GB SSD,Windows 10 S,13.5,1048.3400000000001,0.0,0
Microsoft,Surface Laptop,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,Windows 10 S,13.5,1906.94,0.0,0
Hp,17-BS092ND (i3-6006U/8GB/256GB/W10),Intel Core i3 6006U 2GHz,8GB,256GB SSD,Windows 10,17.3,678.294,0.0,0
Acer,Aspire E5-576G,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,15.6,576.64,0.0,0
Acer,TravelMate B,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Windows 10,11.6,461.1,0.0,0
Asus,Pro P2540UA-AB51,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,15.6,793.94,0.0,0
Lenovo,IdeaPad 510s-14IKB,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,No OS,14.0,846.94,0.0,0
Lenovo,Thinkpad P51,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,Windows 10,15.6,2215.4,0.0,0
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Windows 10,15.6,322.24,0.0,0
Acer,Aspire 5,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Windows 10,15.6,497.14000000000004,0.0,0
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,2TB HDD,Windows 10,15.6,804.5400000000001,0.0,0
Hp,Omen 17-an006nv,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,Windows 10,17.3,1800.94,0.0,0
Lenovo,Thinkpad T460s,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,Windows 10,14.0,1969.48,0.0,0
Hp,Spectre x360,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows 10,13.3,2118.94,0.0,0
Hp,ZBook 15u,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Windows 10,15.6,1223.24,0.0,0
Google,Pixelbook (Core,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,Chrome OS,12.3,1351.5,0.0,0
Dell,Latitude 7390,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,13.3,1952.361,0.0,0
Asus,ZenBook Pro,Intel Core i7 6700HQ 2.6GHz,12GB,128GB SSD + 1TB HDD,Windows 10,15.6,1376.94,0.0,0
Dell,Latitude E5470,Intel Core i3 6100U 2.3GHz,8GB,128GB SSD,Windows 10,14.0,784.4000000000001,0.0,0
Dell,Precision M5520,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Windows 10,15.6,2552.48,0.0,0
Lenovo,Thinkpad T470,Intel Core i5 7200U 2.5GHz,8GB,180GB SSD,Windows 10,14.0,1445.8400000000001,0.0,0
Dell,Inspiron 3576,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows 10,15.6,715.5,0.0,0
Toshiba,Portege X30-D-10J,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,13.3,1772.3200000000002,0.0,0
Dell,Inspiron 7570,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Windows 10,15.6,1337.72,0.0,0
Dell,Vostro 3568,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Windows 10,15.6,621.796,0.0,0
Hp,ProBook 430,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,Windows 10,13.3,769.5600000000001,0.0,0
Chuwi,"Lapbook 15,6",Intel Atom x5-Z8350 1.44GHz,4GB,64GB Flash Storage,Windows 10,15.6,263.834,0.0,0
Lenovo,ThinkPad E570,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Windows 10,15.6,598.9,0.0,0
Lenovo,ThinkPad E480,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,14.0,1111.94,0.0,0
Dell,Precision 3520,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Windows 10,15.6,2478.28,0.0,0
Dell,XPS 15,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Windows 10,15.6,2012.94,0.0,0
Lenovo,Thinkpad X270,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,12.5,1905.88,0.0,0
Asus,Zenbook UX390UA,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,12.5,2067.0,0.0,0
Lenovo,Thinkpad E570,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,15.6,1072.7094,0.0,0
Toshiba,Portege X30-D-10L,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,Windows 10,13.3,2966.94,0.0,0
Asus,VivoBook Pro,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD + 1TB HDD,Windows 10,15.6,1431.0,0.0,0
Acer,Aspire 5,AMD A10-Series 9620P 2.5GHz,8GB,1TB HDD,Windows 10,15.6,613.74,0.0,0
Asus,Rog G752VL-UH71T,Intel Core i7 6700HQ 2.6GHz,24GB,256GB SSD + 1TB HDD,Windows 10,17.3,1345.14,0.0,0
Lenovo,Thinkpad X260,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,Windows 10,12.5,1164.94,0.0,0
Lenovo,Ideapad 520-15IKBR,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,15.6,952.8340000000001,0.0,0
Hp,EliteBook 840,Intel Core i7 7600U 2.8GHz,8GB,1TB SSD,Windows 10,14.0,1853.94,0.0,0
Lenovo,ThinkPad 13,Intel Core i3 7100U 2.4GHz,8GB,256GB SSD,Windows 10,13.3,1005.94,0.0,0
Lenovo,ThinkPad L570,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,15.6,965.6600000000001,0.0,0
Asus,VivoBook E201NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,Windows 10 S,11.6,360.40000000000003,0.0,0
Hp,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,15.6,656.1294,0.0,0
Lenovo,Yoga 920-13IKB,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,13.9,1694.94,0.0,0
Lenovo,IdeaPad 320-14IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Windows 10,14.0,316.94,0.0,0
Lenovo,Chromebook N23,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB SSD,Chrome OS,11.6,280.90000000000003,0.0,0
Lenovo,ThinkPad 13,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,13.3,1005.94,0.0,0
Asus,ZenBook UX510UX-CN211T,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD + 1TB HDD,Windows 10,15.6,1297.44,0.0,0
Acer,Aspire A515-51G-59QF,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,Windows 10,15.6,649.7800000000001,0.0,0
Hp,Envy 13-AB002nv,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,13.3,1402.38,0.0,0
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD + 1TB HDD,No OS,15.6,1217.94,0.0,0
Dell,XPS 13,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows 10,13.3,952.94,0.0,0
Acer,Aspire A515-51G,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,Windows 10,15.6,677.34,0.0,0
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,15.6,886.1600000000001,0.0,0
Dell,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD + 2TB HDD,Windows 10,15.6,1292.3944000000001,0.0,0
Xiaomi,Mi Notebook,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD,No OS,15.6,1483.9470000000001,0.0,0
Asus,VivoBook E12,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Windows 10,11.6,259.7,0.0,0
Hp,15-bs190od (i5-8250U/4GB/1TB/W10),Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,Windows 10,15.6,552.7582000000001,0.0,0
