brand,model,processor,ram,memory,os,display_size,price,star_rating,ratings
Apple,MacBook,M1 M1,4GB,512GB SSD,Mac,16,1624.87,4.7,45
Apple,MacBook,M1 M1,8GB,1024GB SSD,Mac,13.3,1949.87,4.8,640
Apple,MacBook,M1 M1,16GB,1024GB SSD,Mac,13.3,2209.87,4.8,640
Apple,MacBook,M1 M1,16GB,1024GB SSD,Mac,14.2,2937.87,4.8,42
Apple,MacBook,M1 M1,16GB,1024GB SSD,Mac,16.2,3171.87,4.8,42
Apple,MacBook,M1 M1,32GB,1024GB SSD,Mac,16.2,4029.87,5.0,3
Dell,G7,Intel GeForce RTX,8GB,512GB HDD,DOS,15.6,2339.87,4.5,17
Acer,Missing,Intel Genuine Windows,4GB,128GB SSD,DOS,Missing,1516.32,0.0,0
Acer,Predator,Intel Genuine Windows,4GB,512GB HDD,DOS,Missing,1689.9869999999999,4.5,3227
Asus,ASUS,Intel Pentium Quad,4GB,512GB HDD,Windows,Missing,597.87,0.0,0
Iball,CompBook,Intel Pentium Quad,4GB,512GB HDD,Windows,Missing,181.87,3.8,1218
Asus,Pentium,Intel Pentium Quad,4GB,128GB SSD,Windows,Missing,755.3,0.0,0
Asus,ASUS,Intel Pentium Quad,8GB,256GB SSD,Windows,13.3,818.87,0.0,0
Hp,Pentium,Intel Pentium Quad,8GB,256GB SSD,Windows,14,428.87,4.1,77
Asus,VivoBook,Intel Pentium Quad,4GB,256GB SSD,Windows,Missing,441.87,4.3,6
Acer,Extensa,Intel Pentium Quad,4GB,256GB SSD,Windows,Missing,402.87,4.2,465
Dell,Inspiron,Intel Pentium Quad,4GB,256GB SSD,Windows,Missing,468.0,4.3,102
Asus,VivoBook,Intel Pentium Quad,4GB,256GB SSD,Windows,Missing,428.87,4.3,7
Dell,Inspiron,Intel Pentium Quad,4GB,256GB SSD,Windows,15.6,467.87,0.0,0
Asus,Pentium,Intel Pentium Quad,4GB,1024GB HDD,Windows,15.6,363.87,0.0,0
Asus,Pentium,Intel Pentium Quad,4GB,1024GB HDD,Windows,15.6,337.87,3.7,4741
Asus,Pentium,Intel Pentium Quad,4GB,1024GB HDD,Windows,15.6,337.87,3.8,2736
Asus,Asus,Intel Pentium Quad,4GB,1024GB HDD,Windows,15.6,400.14,0.0,0
Asus,VivoBook,Intel Pentium Silver,4GB,256GB SSD,Windows,14,389.87,4.0,36
Asus,EeeBook,Intel Pentium Silver,4GB,256GB SSD,Windows,Missing,415.87,3.8,5
Lenovo,Legion,Intel Genuine Windows,4GB,512GB HDD,DOS,Missing,1012.5699999999999,4.4,208
Hp,Ryzen,AMD Ryzen 3,8GB,256GB SSD,Windows,15.6,493.87,4.3,2214
Asus,Ryzen,AMD Ryzen 3,8GB,256GB SSD,Windows,15.6,467.87,4.3,2886
Dell,Inspiron,AMD Ryzen 3,8GB,256GB SSD,Windows,15.6,513.37,4.3,34
Dell,Inspiron,AMD Ryzen 3,8GB,256GB SSD,Windows,14.96,480.87,4.2,137
Dell,Ryzen,AMD Ryzen 3,8GB,256GB SSD,Windows,15.6,519.87,4.6,7
Asus,Ryzen,AMD Ryzen 3,4GB,256GB SSD,Windows,15.6,437.96999999999997,4.2,170
Dell,Inspiron,AMD Ryzen 3,8GB,256GB SSD,Windows,15.6,527.67,0.0,0
Asus,VivoBook,AMD Ryzen 3,4GB,256GB SSD,Windows,Missing,493.87,4.2,39
Asus,VivoBook,AMD Ryzen 3,4GB,256GB SSD,Windows,Missing,448.5,4.3,2886
Acer,Aspire,AMD Ryzen 3,8GB,512GB SSD,Windows,15.6,480.87,4.6,11
Hp,Ryzen,AMD Ryzen 3,8GB,512GB SSD,Windows,14,565.37,4.6,163
Hp,Ryzen,AMD Ryzen 3,8GB,512GB SSD,Windows,15.6,539.37,4.2,153
Acer,Aspire,AMD Ryzen 3,4GB,512GB SSD,Windows,15.6,454.87,0.0,0
Hp,15s,AMD Ryzen 3,4GB,512GB SSD,Windows,Missing,578.37,4.3,267
Dell,Vostro,AMD Ryzen 3,4GB,512GB SSD,Windows,Missing,527.67,0.0,0
Dell,Inspiron,AMD Ryzen 3,8GB,512GB SSD,Windows,15.6,547.17,3.3,3
Dell,Vostro,AMD Ryzen 3,8GB,1024GB HDD,Windows,14,467.87,4.1,59
Hp,15s,AMD Ryzen 3,8GB,1024GB HDD,Windows,15.6,513.37,4.2,7291
Dell,Inspiron,AMD Ryzen 3,8GB,1024GB HDD,Windows,15.6,486.07,4.2,38
Dell,Inspiron,AMD Ryzen 3,4GB,1024GB HDD,Windows,Missing,684.216,0.0,0
Dell,Inspiron,AMD Ryzen 3,4GB,1024GB HDD,Windows,Missing,519.87,4.1,409
Dell,DELL,AMD Ryzen 3,4GB,1024GB HDD,Windows,Missing,571.87,0.0,0
Hp,15q,AMD Ryzen 3,4GB,1024GB HDD,Windows,15.6,427.921,4.0,353
Lenovo,Ryzen,AMD Ryzen 3,4GB,1024GB HDD,Windows,15.6,454.87,3.3,38
Dell,Inspiron,AMD Ryzen 3,8GB,1024GB HDD,Windows,14.96,519.87,3.1,18
Hp,15s,AMD Ryzen 3,8GB,256GB SSD + 1024GB HDD,Windows,15.6,545.987,4.3,3524
Hp,Chromebook,MediaTek MediaTek Kompanio,4GB,512GB HDD,DOS,Missing,298.87,3.8,4623
Hp,Chromebook,MediaTek MediaTek Kompanio,4GB,512GB HDD,DOS,Missing,292.37,3.8,4623
Microsoft,Surface,AMD Ryzen 5,4GB,128GB SSD,Windows,Missing,1299.87,3.8,9
Dell,Vostro,AMD Ryzen 5,8GB,256GB SSD,Windows,14,545.87,4.3,939
Dell,Inspiron,AMD Ryzen 5,8GB,256GB SSD,Windows,15.6,578.37,4.2,14
Dell,Inspiron,AMD Ryzen 5,8GB,256GB SSD,Windows,15.6,545.87,4.4,649
Dell,Vostro,AMD Ryzen 5,8GB,256GB SSD,Windows,14,578.37,4.3,8
Msi,Modern,AMD Ryzen 5,4GB,256GB SSD,Windows,Missing,649.87,0.0,0
Dell,Inspiron,AMD Ryzen 5,4GB,256GB SSD,Windows,Missing,577.0699999999999,4.0,276
Hp,Pavilion,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,753.87,4.5,4740
Lenovo,IdeaPad,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,740.87,4.5,162
Lenovo,IdeaPad,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,636.87,4.4,219
Hp,Ryzen,AMD Ryzen 5,8GB,512GB SSD,Windows,14,649.61,4.5,193
Msi,Modern,AMD Ryzen 5,8GB,512GB SSD,Windows,14,623.87,4.6,562
Hp,Ryzen,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,636.87,4.4,45
Acer,Swift,AMD Ryzen 5,8GB,512GB SSD,Windows,14,701.87,4.9,7
Lenovo,IdeaPad,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,688.87,4.2,39
Acer,Aspire,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,571.87,0.0,0
Lenovo,Ideapad,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,773.37,4.5,92
Msi,Bravo,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,844.87,4.5,469
Dell,Vostro,AMD Ryzen 5,8GB,512GB SSD,Windows,14,617.37,2.5,2
Hp,HP,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,779.87,4.4,1978
Lenovo,Legion,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,909.87,4.3,9
Hp,15-ec1105AX,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,766.87,4.5,1049
Dell,Vostro,AMD Ryzen 5,8GB,512GB SSD,Windows,14,773.37,4.6,74
Hp,Pavilion,AMD Ryzen 5,16GB,512GB SSD,Windows,15.6,877.5,4.4,196
Hp,Ryzen,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,636.87,4.6,17
Asus,VivoBook,AMD Ryzen 5,8GB,512GB SSD,Windows,14,811.8499999999999,4.4,172
Asus,VivoBook,AMD Ryzen 5,8GB,512GB SSD,Windows,14,766.87,4.4,324
Asus,APU,AMD Quad,4GB,512GB HDD,DOS,Missing,259.87,4.0,2887
Hp,Pavilion,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,753.987,4.5,86
Asus,VivoBook,AMD Ryzen 5,16GB,512GB SSD,Windows,15.6,740.87,4.8,4
Hp,Pavilion,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,948.87,4.7,16
Hp,Pavilion,AMD Ryzen 5,16GB,512GB SSD,Windows,13.3,857.87,4.4,104
Hp,Envy,AMD Ryzen 5,16GB,512GB SSD,Windows,13.3,1274.26,0.0,0
Hp,Pavilion,AMD Ryzen 5,16GB,512GB SSD,Windows,14,831.87,4.2,90
Asus,Ryzen,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,648.5699999999999,4.7,6
Dell,Inspiron,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,649.87,4.4,47
Dell,Vostro,AMD Ryzen 5,8GB,512GB SSD,Windows,14,773.37,0.0,0
Hp,Envy,AMD Ryzen 5,8GB,512GB SSD,Windows,13.3,961.987,4.6,206
Dell,Inspiron,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,792.87,4.4,183
Dell,G5,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,990.4699999999999,4.4,358
Lenovo,Yoga,AMD Ryzen 5,4GB,512GB SSD,Windows,16,972.3739999999999,0.0,0
Asus,VivoBook,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,766.87,4.3,88
Hp,Ryzen,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,885.3,0.0,0
Lenovo,Yoga,AMD Ryzen 5,4GB,512GB SSD,Windows,16,1013.87,0.0,0
Hp,Pavilion,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,716.17,4.4,364
Asus,Zenbook,AMD Ryzen 5,4GB,512GB SSD,Windows,16,1195.87,0.0,0
Hp,Pavilion,AMD Ryzen 5,4GB,512GB SSD,Windows,16,1094.704,0.0,0
Acer,Aspire,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,584.87,4.4,313
Hp,15s,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,695.37,4.4,826
Lenovo,Legion,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,994.4739999999999,0.0,0
Dell,Ryzen,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,1285.96,0.0,0
Msi,Modern,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,714.87,4.4,1410
Acer,Aspire,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,649.87,4.4,47
Hp,Ryzen,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,680.9399999999999,0.0,0
Acer,Aspire,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,649.87,4.5,6
Hp,14s,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,682.5,4.3,741
Vaio,E,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,644.67,4.1,700
Asus,Ryzen,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,649.87,4.5,14
Acer,Aspire,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,987.987,0.0,0
Asus,AMD,AMD Ryzen 5,4GB,512GB SSD,Windows,16,1052.87,0.0,0
Lenovo,IDEAPAD,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,778.6999999999999,3.7,3
Hp,15s,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,709.67,4.4,349
Dell,Inspiron,AMD Ryzen 5,4GB,512GB SSD,Windows,Missing,981.5,0.0,0
Hp,Ryzen,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,674.5699999999999,4.3,519
Asus,VivoBook,AMD Ryzen 5,16GB,512GB SSD,Windows,17.3,1014.0,2.7,3
Vaio,E,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,662.87,4.1,700
Hp,Pavilion,AMD Ryzen 5,16GB,512GB SSD,Windows,14,779.987,4.1,19
Hp,Pavilion,AMD Ryzen 5,8GB,512GB SSD,Windows,15.6,844.87,3.8,8
Dell,Ryzen,AMD Ryzen 5,4GB,1024GB SSD,Windows,Missing,752.6999999999999,4.7,3
Lenovo,Yoga,AMD Ryzen 5,4GB,1024GB SSD,Windows,16,1065.714,0.0,0
Hp,Pavilion,AMD Ryzen 5,4GB,1024GB HDD,Windows,Missing,779.87,4.1,1480
Dell,Inspiron,AMD Ryzen 5,8GB,256GB SSD + 1024GB HDD,Windows,15.6,643.37,4.0,31
Asus,VivoBook,AMD Ryzen 5,8GB,256GB SSD + 1024GB HDD,Windows,15.6,714.87,4.5,18
Lenovo,Legion,AMD Ryzen 5,8GB,256GB SSD + 1024GB HDD,Windows,15.6,890.5,4.5,271
Asus,VivoBook,AMD Ryzen 5,8GB,256GB SSD + 1024GB HDD,Windows,15.6,714.87,4.6,49
Asus,VivoBook,AMD Ryzen 5,8GB,256GB SSD + 1024GB HDD,Windows,15.6,714.87,4.4,474
Lenovo,Ideapad,AMD Ryzen 5,8GB,256GB SSD + 1024GB HDD,Windows,15.6,831.87,4.5,861
Hp,Pavilion,AMD Ryzen 5,4GB,256GB SSD + 1024GB HDD,Windows,Missing,1040.0,4.6,34
Dell,Ryzen,AMD Ryzen 5,4GB,256GB SSD + 1024GB HDD,Windows,Missing,675.87,0.0,0
Asus,VivoBook,AMD Ryzen 5,4GB,256GB SSD + 1024GB HDD,Windows,Missing,818.87,4.2,165
Hp,Ryzen,AMD Ryzen 5,4GB,256GB SSD + 1024GB HDD,Windows,Missing,688.87,4.4,698
Asus,Ryzen,AMD Ryzen 5,4GB,256GB SSD + 1024GB HDD,Windows,Missing,976.3,0.0,0
Asus,ASUS,AMD Ryzen 7,16GB,512GB SSD,Windows,17.3,1000.87,4.8,22
Asus,Ryzen,AMD Ryzen 7,16GB,512GB SSD,Windows,14,1039.87,0.0,0
Asus,ROG,AMD Ryzen 7,8GB,512GB SSD,Windows,15.6,935.87,4.5,144
Asus,ROG,AMD Ryzen 7,8GB,512GB SSD,Windows,15.6,935.87,4.5,1810
Lenovo,Lenovo,AMD Ryzen 7,16GB,512GB SSD,Windows,15.6,1299.87,4.6,26
Dell,Ryzen,AMD Ryzen 7,16GB,512GB SSD,Windows,15.6,1221.87,0.0,0
Asus,ASUS,AMD Ryzen 7,16GB,512GB SSD,Windows,17.3,1078.87,4.6,1067
Asus,ROG,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1390.87,0.0,0
Asus,VivoBook,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1208.87,4.7,25
Lenovo,IdeaPad,Intel Ryzen 7,4GB,512GB SSD,Windows,16,1059.37,0.0,0
Asus,VivoBook,AMD Ryzen 7,4GB,512GB SSD,Windows,16,740.87,0.0,0
Msi,Modern,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,844.87,0.0,0
Lenovo,Ideapad,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,792.87,4.4,530
Lenovo,Ryzen,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1104.844,0.0,0
Hp,Pavilion,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1182.87,4.6,273
Vaio,E,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,740.87,3.8,139
Asus,VivoBook,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,831.87,4.2,77
Lenovo,Ideapad,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,831.87,4.4,105
Hp,Ryzen,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,753.987,4.1,44
Asus,Ryzen,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,941.1999999999999,0.0,0
Lenovo,Yoga,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1026.87,4.7,6
Acer,Aspire,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,779.87,0.0,0
Asus,ROG,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1455.87,0.0,0
Hp,Ryzen,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1417.0,0.0,0
Dell,G5,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1169.87,4.1,191
Lenovo,Yoga,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1026.844,0.0,0
Lenovo,Ryzen,AMD Ryzen 7,4GB,512GB SSD,Windows,16,950.794,3.0,4
Lenovo,Ryzen,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1390.87,0.0,0
Asus,Ryzen,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,1039.87,0.0,0
Dell,Inspiron,AMD Ryzen 7,4GB,512GB SSD,Windows,16,1164.4099999999999,0.0,0
Hp,15s,AMD Ryzen 7,4GB,512GB SSD,Windows,Missing,890.5,4.5,134
Lenovo,Ideapad,AMD Ryzen 7,16GB,512GB SSD,Windows,14,954.1999999999999,0.0,0
Vaio,E,AMD Ryzen 7,8GB,512GB SSD,Windows,15.6,753.87,3.8,139
Hp,Pavilion,AMD Ryzen 7,16GB,512GB SSD,Windows,14,1039.87,3.5,23
Hp,Pavilion,AMD Ryzen 7,16GB,512GB SSD,Windows,15.6,1104.87,2.8,4
Msi,Alpha,AMD Ryzen 7,16GB,1024GB SSD,Windows,15.6,1299.87,4.7,108
Asus,ROG,AMD Ryzen 7,8GB,1024GB SSD,Windows,14,948.87,4.6,198
Hp,HP,AMD Ryzen 7,16GB,1024GB SSD,Windows,13.3,1208.87,0.0,0
Hp,Pavilion,AMD Ryzen 7,16GB,1024GB SSD,Windows,13.3,1094.47,0.0,0
Asus,Zenbook,AMD Ryzen 7,16GB,1024GB SSD,Windows,14,1468.87,0.0,0
Asus,ROG,AMD Ryzen 7,4GB,1024GB SSD,Windows,16,1494.87,0.0,0
Acer,Swift,AMD Ryzen 7,4GB,1024GB SSD,Windows,16,1299.87,0.0,0
Asus,TUF,AMD Ryzen 7,4GB,1024GB SSD,Windows,Missing,1247.87,4.7,57
Hp,OMEN,AMD Ryzen 7,4GB,1024GB SSD,Windows,16,2079.87,4.8,17
Asus,ROG,AMD Ryzen 7,4GB,1024GB SSD,Windows,Missing,1000.87,0.0,0
Lenovo,Legion,AMD Ryzen 7,4GB,1024GB SSD,Windows,16,1702.87,0.0,0
Asus,VivoBook,AMD Ryzen 7,4GB,1024GB SSD,Windows,16,1299.87,0.0,0
Asus,ROG,AMD Ryzen 7,4GB,1024GB SSD,Windows,16,1468.87,0.0,0
Lenovo,Ideapad,AMD Ryzen 7,4GB,1024GB SSD,Windows,16,1013.8439999999999,0.0,0
Asus,ROG,AMD Ryzen 7,4GB,1024GB SSD,Windows,Missing,988.0,5.0,1
Asus,ROG,AMD Ryzen 7,4GB,1024GB SSD,Windows,16,1299.87,4.4,77
Asus,Zephyrus,AMD Ryzen 7,4GB,1024GB SSD,Windows,Missing,1443.0,0.0,0
Asus,Ryzen,AMD Ryzen 7,16GB,1024GB SSD,Windows,13.3,1104.61,3.0,2
Hp,Pavilion,AMD Ryzen 7,16GB,256GB SSD + 1024GB HDD,Windows,15.6,987.87,4.5,1084
Acer,Nitro,AMD Ryzen 7,16GB,256GB SSD + 1024GB HDD,Windows,15.6,1169.87,4.4,272
Acer,Nitro,AMD Ryzen 7,16GB,256GB SSD + 1024GB HDD,Windows,15.6,1065.87,4.5,141
Lenovo,Ryzen,AMD Ryzen 7,4GB,512GB SSD + 1024GB HDD,Windows,16,1046.37,0.0,0
Asus,ROG,AMD Ryzen 9,16GB,1024GB SSD,Windows,15.6,1767.87,0.0,0
Asus,ROG,AMD Ryzen 9,16GB,1024GB SSD,Windows,15.6,2014.87,4.6,194
Asus,ROG,AMD Ryzen 9,16GB,1024GB SSD,Windows,15.6,2599.87,4.7,9
Asus,ROG,AMD Ryzen 9,16GB,1024GB SSD,Windows,15.6,1494.87,4.6,28
Asus,ROG,AMD Ryzen 9,16GB,1024GB SSD,Windows,15.6,1689.87,4.3,204
Asus,ROG,AMD Ryzen 9,16GB,1024GB SSD,Windows,13.4,1494.87,4.3,32
Msi,Delta,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1910.87,0.0,0
Asus,VivoBook,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1364.87,4.5,14
Asus,ROG,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1494.87,4.7,14
Asus,ROG,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1624.87,5.0,3
Asus,Zenbook,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1754.87,0.0,0
Hp,OMEN,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1845.87,0.0,0
Asus,Rog,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1689.87,0.0,0
Asus,ROG,AMD Ryzen 9,4GB,1024GB SSD,Windows,Missing,1858.87,4.0,4
Asus,Zephyrus,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1585.87,0.0,0
Asus,ROG,AMD Ryzen 9,4GB,1024GB SSD,Windows,Missing,1624.87,4.2,44
Asus,ROG,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1845.87,4.2,61
Asus,VivoBook,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,2118.87,0.0,0
Asus,VivoBook,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1696.5,0.0,0
Asus,VivoBook,AMD Ryzen 9,4GB,1024GB SSD,Windows,Missing,1520.87,0.0,0
Asus,Ryzen,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1806.87,0.0,0
Asus,ROG,AMD Ryzen 9,4GB,1024GB SSD,Windows,Missing,3054.87,0.0,0
Asus,ROG,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1767.87,0.0,0
Asus,ROG,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1884.87,0.0,0
Asus,Ryzen,AMD Ryzen 9,4GB,1024GB SSD,Windows,Missing,1949.87,0.0,0
Asus,Ryzen,AMD Ryzen 9,4GB,1024GB SSD,Windows,16,1858.87,0.0,0
Samsung,Galaxy,Qualcomm Snapdragon 7c,4GB,512GB HDD,Windows,Missing,506.87,0.0,0
Lenovo,Thinkpad,AMD Ryzen 5,8GB,512GB SSD,DOS,14,747.37,4.2,18
Apple,MacBook Pro,Intel Core i5 2.3GHz,8GB,128GB SSD,macOS,13.3,1420.0714,0.0,0
Apple,Macbook Air,Intel Core i5 1.8GHz,8GB,128GB Flash Storage,macOS,13.3,952.8764000000001,0.0,0
Hp,250 G6,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,No OS,15.6,609.5,0.0,0
Apple,MacBook Pro,Intel Core i7 2.7GHz,16GB,512GB SSD,macOS,15.4,2689.697,0.0,0
Apple,MacBook Pro,Intel Core i5 3.1GHz,8GB,256GB SSD,macOS,13.3,1911.816,0.0,0
Acer,Aspire 3,AMD A9-Series 9420 3GHz,4GB,500GB HDD,Windows 10,15.6,424.0,0.0,0
Apple,MacBook Pro,Intel Core i7 2.2GHz,16GB,256GB Flash Storage,Mac OS X,15.4,2268.3682,0.0,0
Apple,Macbook Air,Intel Core i5 1.8GHz,8GB,256GB Flash Storage,macOS,13.3,1228.2220000000002,0.0,0
Asus,ZenBook UX430UN,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Windows 10,14.0,1584.7,0.0,0
Acer,Swift 3,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,14.0,816.2,0.0,0
Hp,250 G6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,No OS,15.6,417.534,0.0,0
Hp,250 G6,Intel Core i3 6006U 2GHz,4GB,500GB HDD,No OS,15.6,365.68940000000003,0.0,0
Apple,MacBook Pro,Intel Core i7 2.8GHz,16GB,256GB SSD,macOS,15.4,2586.3682,0.0,0
Dell,Inspiron 3567,Intel Core i3 6006U 2GHz,4GB,256GB SSD,Windows 10,15.6,528.834,0.0,0
Apple,"MacBook 12""",Intel Core M m3 1.2GHz,8GB,256GB SSD,macOS,12.0,1338.1440000000002,0.0,0
Apple,MacBook Pro,Intel Core i5 2.3GHz,8GB,256GB SSD,macOS,13.3,1609.663,0.0,0
Dell,Inspiron 3567,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,15.6,789.7,0.0,0
Apple,MacBook Pro,Intel Core i7 2.9GHz,16GB,512GB SSD,macOS,15.4,3029.48,0.0,0
Lenovo,IdeaPad 320-15IKB,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,No OS,15.6,528.94,0.0,0
Dell,XPS 13,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD,Windows 10,13.3,1037.74,0.0,0
Asus,Vivobook E200HA,Intel Atom x5-Z8350 1.44GHz,2GB,32GB Flash Storage,Windows 10,11.6,203.41400000000002,0.0,0
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD + 1TB HDD,Windows 10,15.6,1058.94,0.0,0
Hp,255 G6,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,No OS,15.6,273.48,0.0,0
Dell,Inspiron 5379,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,13.3,868.1400000000001,0.0,0
Hp,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Windows 10,15.6,698.5400000000001,0.0,0
Dell,Inspiron 3567,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Windows 10,15.6,443.7584,0.0,0
Apple,MacBook Air,Intel Core i5 1.6GHz,8GB,128GB Flash Storage,Mac OS X,13.3,1164.94,0.0,0
Dell,Inspiron 5570,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,15.6,848.0,0.0,0
Dell,Latitude 5590,Intel Core i7 8650U 1.9GHz,8GB,256GB SSD + 256GB SSD,Windows 10,15.6,1375.88,0.0,0
Hp,ProBook 470,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Windows 10,17.3,949.76,0.0,0
Chuwi,"LapBook 15.6""",Intel Atom x5-Z8300 1.44GHz,4GB,64GB Flash Storage,Windows 10,15.6,259.68940000000003,0.0,0
Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),AMD E-Series E2-6110 1.5GHz,2GB,32GB Flash Storage,Windows 10,14.0,210.94,0.0,0
Hp,17-ak001nv (A6-9220/4GB/500GB/Radeon,AMD A6-Series 9220 2.5GHz,4GB,500GB HDD,Windows 10,17.3,465.34000000000003,0.0,0
Dell,XPS 13,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Windows 10,13.3,1981.14,0.0,0
Apple,MacBook Air,Intel Core i5 1.6GHz,8GB,256GB Flash Storage,Mac OS X,13.3,1057.88,0.0,0
Lenovo,IdeaPad 120S-14IAP,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,Windows 10,14.0,263.94,0.0,0
Acer,Aspire 3,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,Linux,15.6,389.02000000000004,0.0,0
Dell,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD + 1TB HDD,Windows 10,17.3,1037.74,0.0,0
Hp,250 G6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Windows 10,15.6,518.0114,0.0,0
Hp,ProBook 450,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Windows 10,15.6,931.74,0.0,0
Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Intel Core i3 6006U 2GHz,4GB,1TB HDD,Linux,15.6,412.34000000000003,0.0,0
Dell,Inspiron 7577,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD + 1TB HDD,Windows 10,15.6,1588.94,0.0,0
